14,36,12872.75,12873.75,12866,12870.75,1068,0,0
14,37,12871.25,12871.5,12864.75,12869.5,427,0,0
14,38,12869.25,12871.75,12867.5,12871.25,414,0,0
14,39,12871,12873.75,12869.5,12872.75,333,0,0
14,40,12872.75,12873.75,12867.75,12870.5,378,0,0
14,41,12870.25,12872.25,12864.5,12865.75,601,0,0
14,42,12866,12870.75,12866,12870.25,374,0,0
14,43,12869.5,12883,12869.5,12877.25,1369,0,0
14,44,12877.75,12878.25,12866.25,12868.75,1047,0,50
14,45,12869.25,12870.75,12861,12867.5,881,45.03816794,47.51908397
14,46,12867.25,12872,12865.5,12866,533,42.85714286,45.18811341
14,47,12866,12870.5,12863.25,12868.25,446,47.12471994,46.15641668
14,48,12868.5,12873.75,12867,12873,407,55.00670804,50.58156236
14,49,12873,12873.25,12866.5,12868.5,368,47.54609756,49.06382996
14,50,12868.25,12872.5,12866.5,12872,363,53.04928089,51.05655542
14,51,12871.75,12877,12871.25,12874,450,55.98146479,53.51901011
14,52,12874.5,12875.25,12866.5,12868.75,879,47.3555252,50.43726765
14,53,12868.5,12871,12865,12870.5,452,50.19768146,50.31747456
14,54,12870.25,12881.5,12869.5,12878,812,60.38267967,55.35007712
14,55,12878.75,12881,12873,12874.5,463,54.59350511,54.97179111
14,56,12874.75,12880.5,12866.25,12870,1317,48.01691897,51.49435504
14,57,12869.5,12877.5,12869,12876,580,55.88920163,53.69177834
14,58,12876,12878.25,12874.5,12877.75,357,57.95277671,55.82227752
14,59,12878,12896.25,12877,12895,2297,72.19779774,64.01003763
15,00,12894.75,12899,12888.5,12893.75,2107,70.28071719,67.14537741
15,01,12893.75,12895,12887.75,12887.75,762,61.56243487,64.35390614
15,02,12888,12891.25,12883.25,12886,1034,59.18319916,61.76855265
15,03,12886.25,12886.5,12881.25,12883.75,518,56.08661511,58.92758388
15,04,12884,12893.5,12884,12892.25,560,63.99430353,61.46094371
15,05,12892.5,12900.5,12888.5,12896.75,1139,67.4429506,64.45194715
15,06,12897,12897.25,12892.25,12895,485,64.76264011,64.60729363
15,07,12894.5,12897.5,12892.5,12897.5,353,66.85359393,65.73044378
15,08,12897.5,12898.5,12895,12897.5,387,66.85359393,66.29201886
15,09,12898,12902.25,12896.5,12898.25,550,67.56640174,66.9292103
15,10,12898,12900.75,12893.5,12893.5,458,58.68550742,62.80735886
15,11,12893.75,12897,12890.75,12893.75,631,59.00064977,60.90400432
15,12,12894,12896.75,12889.25,12893.25,667,58.01720798,59.46060615
15,13,12893.5,12897,12889,12889,684,50.12619083,54.79339849
15,14,12889,12895.25,12888.5,12890.25,574,52.24865489,53.52102669
15,15,12890.25,12897.75,12890,12896.5,448,61.37953771,57.4502822
15,16,12896.75,12905,12896.75,12903.25,898,68.58747842,63.01888031
15,17,12903,12906,12899.5,12901.25,549,64.61716018,63.81802024
15,18,12901.25,12904.5,12899.75,12901.5,479,64.89936405,64.35869215
15,19,12901,12902.5,12891.75,12895.25,1203,53.12878857,58.74374036
15,20,12895.25,12899.75,12895.25,12898,422,56.94628027,57.84501032
15,21,12897.75,12904.75,12897.25,12899.5,509,58.97150653,58.40825842
15,22,12899.75,12902.75,12893,12894,1094,49.48758317,53.9479208
15,23,12893.5,12896.5,12891.5,12894.25,388,49.89455611,51.92123845
15,24,12893.75,12902.25,12893.25,12901.25,472,59.93675897,55.92899871
15,25,12901,12906.25,12899,12905.5,655,64.70836168,60.3186802
15,26,12905.25,12907.5,12897.25,12898,817,52.45775215,56.38821618
15,27,12897.75,12901.25,12889,12889.25,580,42.12069147,49.25445383
15,28,12889.5,12896.75,12889.5,12895,503,49.40095341,49.32770362
15,29,12895,12899,12892.75,12895.75,436,50.3068346,49.81726911
15,30,12896.5,12898.5,12894.75,12896.5,235,51.27606877,50.54666894
15,31,12896.75,12903.25,12896.75,12901.5,569,57.42689696,53.98678295
15,32,12902,12905,12900.25,12900.5,427,55.85986223,54.92332259
15,33,12900.5,12909,12898.75,12908.25,752,64.25828685,59.59080472
15,34,12908.75,12909.5,12902.5,12903.75,1357,57.23278539,58.41179506
15,35,12903.5,12904.75,12898.25,12901.5,851,53.95552034,56.1836577
15,36,12901.25,12911,12900.75,12909.75,857,62.66531792,59.42448781
15,37,12909.25,12914.5,12902.75,12904.25,991,54.96384442,57.19416611
15,38,12903.75,12905.25,12897.5,12899.25,907,48.89413188,53.044149
15,39,12899,12901,12891,12898,1387,47.43892949,50.24153924
15,40,12898,12905,12892.5,12897,1581,46.21626038,48.22889981
15,41,12897.5,12901.75,12895.25,12901.25,562,52.05194095,50.14042038
15,42,12901.5,12901.5,12894.5,12900.25,495,50.61612758,50.37827398
15,43,12900.5,12905.75,12899,12905,582,56.8919487,53.63511134
15,44,12905.25,12905.25,12893.5,12893.5,730,42.39785609,48.01648372
15,45,12893.5,12894.75,12887,12890.75,1016,39.70984673,43.86316523
15,46,12890.75,12895.75,12889.75,12892.75,499,42.64810164,43.25563343
15,47,12893.5,12895.75,12889.75,12895,556,45.94130574,44.59846959
15,48,12894.25,12900.25,12891,12896.5,589,48.1468327,46.37265114
15,49,12896.25,12896.75,12890.25,12891.75,509,42.10291155,44.23778135
15,50,12892,12895.75,12884.25,12886.25,745,36.24868073,40.24323104
15,51,12886.25,12886.5,12862.5,12863,3268,21.92778395,31.08550749
15,52,12863,12873,12860.75,12871.5,1473,32.7244298,31.90496865
15,53,12871.5,12874.5,12869.5,12873,678,34.50050012,33.20273438
15,54,12873,12877.5,12873,12874.25,857,36.06339084,34.63306261
15,55,12874,12875.75,12852,12856.5,2807,26.19981003,30.41643632
15,56,12856.25,12859,12840.25,12842.25,2622,21.061395,25.73891566
15,57,12842.5,12848.5,12839.75,12847.25,1550,26.66844659,26.20368113
15,58,12847.25,12851.25,12843.75,12844.5,1105,25.55899329,25.88133721
15,59,12844,12854,12841.5,12853.25,1632,35.10372889,30.49253305
16,00,12853.5,12900.5,12852.25,12899,5587,62.80781742,46.65017523
16,01,12898.75,12901.5,12884.5,12887.5,2869,56.11695014,51.38356269
16,02,12887.25,12897,12886.75,12889.25,767,56.89339432,54.1384785
16,03,12889,12894.25,12882.75,12882.75,594,53.02170979,53.58009415
16,04,12883.25,12889,12882.25,12885.25,460,54.34931682,53.96470548
16,05,12885.75,12889,12885.25,12887.5,281,55.60394971,54.7843276
16,06,12887,12888.75,12886.25,12887.75,312,55.75407631,55.26920195
16,07,12887.25,12887.75,12883.5,12884.5,201,53.15762768,54.21341481
16,08,12884.25,12884.5,12881,12882.5,192,51.51719122,52.86530302
16,09,12882.25,12886.75,12881,12884.25,353,52.92943218,52.8973676
16,10,12884.25,12885.5,12884,12885,106,53.5734065,53.23538705
16,11,12885,12886,12883,12885.5,121,54.03917824,53.63728264
16,12,12886,12887.75,12885.25,12887.75,98,56.23454828,54.93591546
16,13,12887.75,12888.75,12886.5,12888.5,107,56.9953502,55.96563283
16,14,12888,12895.75,12888,12895.25,368,63.36401083,59.66482183
